Avg_Gen_Time,Min_Gen_Time,Max_Gen_Time,Avg_Judge_Time,Min_Judge_Time,Max_Judge_Time
22.056317389011383,18.136918544769287,31.197845697402954,71.38836759328842,60.04523420333862,102.7393901348114
21.74479466676712,17.683404445648193,32.329715967178345,73.99106478691101,59.477094411849976,104.5433235168457
22.176822980244953,17.220782041549683,30.876532793045044,68.00838168462117,53.98800826072693,90.37803387641907
21.998014986515045,19.210248947143555,29.120312452316284,69.40841907262802,61.79007625579834,85.85680723190308
24.548541227976482,18.26735234260559,31.587859869003296,69.5790917078654,57.66710448265076,84.72938442230225
23.765036702156067,18.445464849472046,37.00248694419861,67.58343058824539,57.888097524642944,87.37517857551575
20.14815455675125,15.467354536056519,31.05670475959778,248.82275640964508,55.02058553695679,816.1267263889313
20.992334008216858,16.332951545715332,25.63500690460205,67.86414623260498,58.78828477859497,85.59993410110474
20.995877861976624,15.462969303131104,31.292874574661255,70.38793766498566,56.47341823577881,92.24903702735901
19.165584444999695,15.914939880371094,27.491358757019043,67.7257370352745,61.24944019317627,85.32923364639282
21.603452841440838,16.372286796569824,31.367156267166138,70.6713039080302,58.28101897239685,90.37073707580566
18.69572627544403,14.89533543586731,24.763656616210938,62.24485886096954,53.31393384933472,82.2698495388031
21.57637659708659,16.44632124900818,29.59162998199463,73.99966065088908,61.898834228515625,94.75327944755554
19.766116321086884,16.435317754745483,28.809755086898804,67.84686994552612,57.41663575172424,93.14206385612488
